GEOID,category,is_hpsa,num_pharmacies_2022,num_pharmacies_2017,num_pharmacies_2012,change_indep_10yr,change_indep_5yr,change_majchain_10yr,change_majchain_5yr
36047033900,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047033900,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047034200,INDEPENDENT,True,5.0,6.0,6.0,-1.0,-1.0,,
36047034300,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047034500,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36047034800,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36047034901,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047034902,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047035000,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36047035101,INDEPENDENT,False,1.0,1.0,0.0,1.0,0.0,,
36047035102,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047035301,INDEPENDENT,False,2.0,1.0,0.0,2.0,1.0,,
36047035400,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047035400,MAJOR CHAIN,True,1.0,1.0,2.0,,,-1.0,0.0
36047035602,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047036001,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047036002,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047036200,INDEPENDENT,True,9.0,10.0,7.0,2.0,-1.0,,
36047036200,MAJOR CHAIN,True,2.0,2.0,2.0,,,0.0,0.0
36047036300,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047036400,INDEPENDENT,True,3.0,1.0,1.0,2.0,2.0,,
36047036501,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36047036600,INDEPENDENT,True,4.0,4.0,3.0,1.0,0.0,,
36047036900,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047037000,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047037100,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047037300,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047037300,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047037402,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047037402,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047037500,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047037700,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047037900,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047038100,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047038600,INDEPENDENT,True,4.0,4.0,5.0,-1.0,0.0,,
36047038700,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047038800,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36047038900,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36047038900,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047039000,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047039200,HEALTHCARE,True,1.0,1.0,1.0,,,,
36047039200,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047039300,INDEPENDENT,True,1.0,2.0,2.0,-1.0,-1.0,,
36047039400,INDEPENDENT,True,4.0,4.0,2.0,2.0,0.0,,
36047039700,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047039800,INDEPENDENT,True,3.0,2.0,2.0,1.0,1.0,,
36047040100,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047040300,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047040400,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047040900,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047041200,INDEPENDENT,True,1.0,1.0,2.0,-1.0,0.0,,
36047041600,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36047041800,INDEPENDENT,True,2.0,3.0,2.0,0.0,-1.0,,
36047041800,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047041900,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047042000,HEALTHCARE,True,2.0,1.0,0.0,,,,
36047042200,INDEPENDENT,True,4.0,5.0,5.0,-1.0,-1.0,,
36047042400,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047042600,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047042800,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047042800,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047042900,INDEPENDENT,True,1.0,1.0,4.0,-3.0,0.0,,
36047042900,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047043000,INDEPENDENT,False,1.0,1.0,2.0,-1.0,0.0,,
36047043000,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047043100,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047043200,INDEPENDENT,False,3.0,2.0,2.0,1.0,1.0,,
36047043300,INDEPENDENT,True,1.0,2.0,2.0,-1.0,-1.0,,
36047043400,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047043600,INDEPENDENT,False,3.0,1.0,1.0,2.0,2.0,,
36047043700,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047043900,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047044300,INDEPENDENT,True,4.0,4.0,5.0,-1.0,0.0,,
36047044500,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047044600,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047044800,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047045400,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047045600,INDEPENDENT,False,1.0,1.0,2.0,-1.0,0.0,,
36047046000,INDEPENDENT,False,3.0,3.0,4.0,-1.0,0.0,,
36047046400,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047047000,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047047600,INDEPENDENT,False,1.0,0.0,0.0,1.0,1.0,,
36047047800,HEALTHCARE,False,1.0,1.0,1.0,,,,
36047047800,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047048000,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047048200,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047048400,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047048600,INDEPENDENT,False,2.0,1.0,1.0,1.0,1.0,,
36047048600,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047048800,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047049000,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047049000,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047049100,INDEPENDENT,False,7.0,10.0,10.0,-3.0,-3.0,,
36047049200,INDEPENDENT,False,1.0,0.0,1.0,0.0,1.0,,
36047049301,INDEPENDENT,False,1.0,1.0,0.0,1.0,0.0,,
36047049302,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047049400,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047049500,INDEPENDENT,False,3.0,3.0,4.0,-1.0,0.0,,
36047049600,INDEPENDENT,False,6.0,6.0,4.0,2.0,0.0,,
36047049700,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047050300,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047050402,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047050500,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047050600,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047050700,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047050801,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047050803,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047050803,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047051002,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047051002,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047051100,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047051100,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047051300,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047051601,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36047051602,INDEPENDENT,True,3.0,3.0,2.0,1.0,0.0,,
36047051800,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047051900,INDEPENDENT,False,2.0,2.0,1.0,1.0,0.0,,
36047052000,INDEPENDENT,True,4.0,3.0,3.0,1.0,1.0,,
36047052000,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047052300,INDEPENDENT,False,4.0,4.0,4.0,0.0,0.0,,
36047052500,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047052500,MAJOR CHAIN,False,1.0,0.0,0.0,,,1.0,1.0
36047052600,INDEPENDENT,False,3.0,2.0,1.0,2.0,1.0,,
36047052700,INDEPENDENT,False,1.0,3.0,2.0,-1.0,-2.0,,
36047052800,INDEPENDENT,False,2.0,1.0,0.0,2.0,1.0,,
36047053000,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047053000,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047053102,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047053300,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047053400,INDEPENDENT,False,2.0,2.0,1.0,1.0,0.0,,
36047053500,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047053800,INDEPENDENT,False,4.0,4.0,4.0,0.0,0.0,,
36047053900,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047054200,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047054700,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047055000,INDEPENDENT,True,3.0,4.0,2.0,1.0,-1.0,,
36047055100,INDEPENDENT,False,1.0,1.0,0.0,1.0,0.0,,
36047055200,INDEPENDENT,True,3.0,3.0,3.0,0.0,0.0,,
36047055200,MAJOR CHAIN,True,2.0,1.0,1.0,,,1.0,1.0
36047055300,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047055400,INDEPENDENT,True,5.0,4.0,4.0,1.0,1.0,,
36047055400,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047055500,INDEPENDENT,False,1.0,0.0,0.0,1.0,1.0,,
36047055500,MAJOR CHAIN,False,2.0,2.0,2.0,,,0.0,0.0
36047056100,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047056100,MAJOR CHAIN,False,2.0,2.0,2.0,,,0.0,0.0
36047056301,INDEPENDENT,False,1.0,0.0,0.0,1.0,1.0,,
36047056400,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047056500,MAJOR CHAIN,False,1.0,2.0,1.0,,,0.0,-1.0
36047056600,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047056800,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047056900,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047057000,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047057100,INDEPENDENT,False,1.0,2.0,1.0,0.0,-1.0,,
36047057400,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047057500,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047057600,INDEPENDENT,True,3.0,2.0,2.0,1.0,1.0,,
36047057800,INDEPENDENT,True,3.0,4.0,3.0,0.0,-1.0,,
36047057800,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047058000,INDEPENDENT,True,5.0,3.0,3.0,2.0,2.0,,
36047058200,INDEPENDENT,True,3.0,4.0,3.0,0.0,-1.0,,
36047058400,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047058600,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047058800,INDEPENDENT,True,1.0,2.0,1.0,0.0,-1.0,,
36047059000,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047059200,INDEPENDENT,True,2.0,2.0,0.0,2.0,0.0,,
36047059200,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047059402,INDEPENDENT,True,5.0,5.0,4.0,1.0,0.0,,
36047059403,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047059404,INDEPENDENT,False,2.0,1.0,1.0,1.0,1.0,,
36047059600,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047059600,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047059800,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36047060000,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047060000,MAJOR CHAIN,True,1.0,2.0,2.0,,,-1.0,-1.0
36047060600,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047060600,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047061002,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36047061004,INDEPENDENT,True,5.0,7.0,3.0,2.0,-2.0,,
36047062800,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047064400,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047064600,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047065000,INDEPENDENT,False,1.0,2.0,1.0,0.0,-1.0,,
36047065400,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047066200,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047067200,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047068000,INDEPENDENT,False,2.0,2.0,1.0,1.0,0.0,,
36047068600,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047068800,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047069000,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047069601,MAJOR CHAIN,False,1.0,1.0,2.0,,,-1.0,0.0
36047069800,INDEPENDENT,False,2.0,1.0,0.0,2.0,1.0,,
36047069800,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047070201,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047072200,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047072400,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047072800,INDEPENDENT,False,1.0,1.0,0.0,1.0,0.0,,
36047073000,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047073600,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047074200,INDEPENDENT,True,1.0,1.0,2.0,-1.0,0.0,,
36047074600,HEALTHCARE,True,1.0,1.0,1.0,,,,
36047074600,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047074800,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36047075000,INDEPENDENT,True,1.0,1.0,2.0,-1.0,0.0,,
36047076800,INDEPENDENT,False,2.0,3.0,2.0,0.0,-1.0,,
36047077400,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047077400,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047078400,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047078601,INDEPENDENT,False,1.0,1.0,2.0,-1.0,0.0,,
36047078601,MAJOR CHAIN,False,1.0,2.0,2.0,,,-1.0,-1.0
36047078801,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047078802,INDEPENDENT,False,2.0,2.0,1.0,1.0,0.0,,
36047079002,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047079201,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047079400,INDEPENDENT,True,3.0,2.0,2.0,1.0,1.0,,
36047079601,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047079602,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047079802,INDEPENDENT,True,2.0,2.0,3.0,-1.0,0.0,,
36047080000,INDEPENDENT,True,1.0,0.0,1.0,0.0,1.0,,
36047080400,INDEPENDENT,True,2.0,4.0,2.0,0.0,-2.0,,
36047080400,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047080800,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36047081400,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047081600,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047081600,PUBLIC,True,1.0,0.0,0.0,,,,
36047081800,INDEPENDENT,True,3.0,3.0,3.0,0.0,0.0,,
36047081800,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047082000,INDEPENDENT,True,3.0,2.0,1.0,2.0,1.0,,
36047082200,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047082400,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047082600,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047083000,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047084000,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047085600,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047085800,INDEPENDENT,True,2.0,1.0,0.0,2.0,1.0,,
36047085800,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047086000,INDEPENDENT,True,1.0,2.0,1.0,0.0,-1.0,,
36047086200,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36047086800,INDEPENDENT,True,1.0,1.0,2.0,-1.0,0.0,,
36047086800,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047087000,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047087200,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36047087800,HEALTHCARE,True,1.0,0.0,0.0,,,,
36047088001,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047088001,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047088002,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047088200,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047088800,INDEPENDENT,True,1.0,2.0,1.0,0.0,-1.0,,
36047089000,HEALTHCARE,True,2.0,2.0,2.0,,,,
36047089000,INDEPENDENT,True,4.0,4.0,3.0,1.0,0.0,,
36047089200,INDEPENDENT,True,1.0,2.0,1.0,0.0,-1.0,,
36047089200,MAJOR CHAIN,True,1.0,2.0,1.0,,,0.0,-1.0
36047090000,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36047090200,INDEPENDENT,True,3.0,3.0,1.0,2.0,0.0,,
36047090600,INDEPENDENT,True,3.0,4.0,2.0,1.0,-1.0,,
36047090800,INDEPENDENT,True,3.0,4.0,2.0,1.0,-1.0,,
36047091000,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047091200,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047091600,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047092200,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047092400,INDEPENDENT,True,5.0,5.0,5.0,0.0,0.0,,
36047092400,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047093200,MAJOR CHAIN,False,1.0,0.0,0.0,,,1.0,1.0
36047094401,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047095000,INDEPENDENT,False,1.0,1.0,3.0,-2.0,0.0,,
36047095400,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047095600,INDEPENDENT,False,1.0,0.0,0.0,1.0,1.0,,
36047095600,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047095800,INDEPENDENT,False,2.0,2.0,2.0,0.0,0.0,,
36047096600,INDEPENDENT,False,1.0,1.0,0.0,1.0,0.0,,
36047098400,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047098600,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047098800,HEALTHCARE,False,1.0,0.0,0.0,,,,
36047099400,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047101000,INDEPENDENT,False,1.0,1.0,1.0,0.0,0.0,,
36047102200,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36047102801,INDEPENDENT,False,1.0,1.0,0.0,1.0,0.0,,
36047105804,INDEPENDENT,False,2.0,1.0,0.0,2.0,1.0,,
36047105804,MAJOR CHAIN,False,1.0,1.0,2.0,,,-1.0,0.0
36047107001,INDEPENDENT,False,1.0,1.0,0.0,1.0,0.0,,
36047107001,MAJOR CHAIN,False,1.0,2.0,1.0,,,0.0,-1.0
36047110400,INDEPENDENT,True,6.0,6.0,4.0,2.0,0.0,,
36047110400,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047112000,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047112400,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047112600,INDEPENDENT,True,2.0,2.0,0.0,2.0,0.0,,
36047112800,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36047114400,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047115200,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047115600,INDEPENDENT,True,2.0,4.0,3.0,-1.0,-2.0,,
36047116400,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36047116800,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047117400,INDEPENDENT,True,1.0,2.0,0.0,1.0,-1.0,,
36047117602,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047118400,INDEPENDENT,True,1.0,2.0,2.0,-1.0,-1.0,,
36047118800,INDEPENDENT,True,3.0,4.0,3.0,0.0,-1.0,,
36047118800,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36047119000,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36047119400,INDEPENDENT,True,1.0,2.0,1.0,0.0,-1.0,,
36047119600,INDEPENDENT,True,4.0,3.0,1.0,3.0,1.0,,
36047119800,INDEPENDENT,True,3.0,2.0,2.0,1.0,1.0,,
36047120000,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36047122000,HEALTHCARE,True,1.0,2.0,2.0,,,,
36047122000,INDEPENDENT,True,1.0,1.0,2.0,-1.0,0.0,,
36047123700,INDEPENDENT,True,2.0,2.0,1.0,1.0,0.0,,
36047152200,INDEPENDENT,True,3.0,3.0,2.0,1.0,0.0,,
36047152200,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36049950101,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36049950301,HEALTHCARE,True,1.0,1.0,1.0,,,,
36049950500,MAJOR CHAIN,True,2.0,2.0,2.0,,,0.0,0.0
36051030203,MAJOR CHAIN,True,2.0,2.0,2.0,,,0.0,0.0
36051030300,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36051030600,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36051030702,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36051030900,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36051031200,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36051031400,HEALTHCARE,True,1.0,1.0,1.0,,,,
36051031400,MAJOR CHAIN,True,3.0,3.0,3.0,,,0.0,0.0
36053030101,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36053030102,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36053030103,HEALTHCARE,True,1.0,2.0,2.0,,,,
36053030103,MAJOR CHAIN,True,1.0,2.0,2.0,,,-1.0,-1.0
36053030300,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36053030401,MAJOR CHAIN,True,2.0,2.0,2.0,,,0.0,0.0
36053030402,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36053030501,MAJOR CHAIN,True,2.0,2.0,2.0,,,0.0,0.0
36053030701,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36053030900,HEALTHCARE,True,1.0,1.0,1.0,,,,
36053030900,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36053031000,INDEPENDENT,True,1.0,1.0,0.0,1.0,0.0,,
36055000200,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36055000200,MAJOR CHAIN,True,1.0,1.0,0.0,,,1.0,0.0
36055001300,HEALTHCARE,True,1.0,1.0,1.0,,,,
36055001800,INDEPENDENT,True,1.0,0.0,0.0,1.0,1.0,,
36055002000,MAJOR CHAIN,True,1.0,2.0,2.0,,,-1.0,-1.0
36055002300,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36055002900,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36055003000,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055003101,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36055003300,INDEPENDENT,True,1.0,1.0,1.0,0.0,0.0,,
36055003500,HEALTHCARE,True,1.0,1.0,2.0,,,,
36055003806,HEALTHCARE,False,2.0,2.0,2.0,,,,
36055003806,INDEPENDENT,False,1.0,1.0,0.0,1.0,0.0,,
36055003806,MAJOR CHAIN,False,2.0,1.0,0.0,,,2.0,1.0
36055005200,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055005400,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055006300,HEALTHCARE,True,2.0,2.0,2.0,,,,
36055006400,INDEPENDENT,True,2.0,2.0,2.0,0.0,0.0,,
36055007100,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055007700,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055007801,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055008000,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055008100,HEALTHCARE,True,2.0,2.0,2.0,,,,
36055008100,INDEPENDENT,True,2.0,1.0,0.0,2.0,1.0,,
36055008100,MAJOR CHAIN,True,1.0,2.0,2.0,,,-1.0,-1.0
36055008200,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055009302,INDEPENDENT,True,2.0,1.0,1.0,1.0,1.0,,
36055009601,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
36055009605,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36055010100,MAJOR CHAIN,False,1.0,1.0,1.0,,,0.0,0.0
36055010400,INDEPENDENT,True,1.0,0.0,1.0,0.0,1.0,,
36055010400,MAJOR CHAIN,True,1.0,1.0,1.0,,,0.0,0.0
